Student ID,School ID,School Name,Age at Enrollment,Gender,SES Quintile,SES Label,Household Size Index,Commute Distance (km),Digital Access,Digital Access Score,School Feeding,GPA Trend,Failed Subjects,Science Strength,Chronic Health Risk,Health Absences (days),Social Integration Score,Cash Flow Volatility,Academic Catch-up Flag,Counseling Access,Retained,Retained Flag,Dropout Reason,Risk Persona,Academic Risk Index,Barrier Burden Index,Economic Instability Index,Health Burden Index,Support Coverage Score,Long Commute Flag,High Academic Risk Flag,No Digital Access Flag,Recommended Intervention,Recommended Cost (KES),Sponsor Priority Score,Model Risk Score (oracle)
624,17,Malindi Shore Secondary,17,Girl,4,Q4 — High,4,5.05,Shared device,1.0,No,-1.133,1,No,Low,7,0,0.175,No,No,Yes,1,Still enrolled,Stable Achievers,2.133,1.153,0.275,7,0.5,No,No,No,,,,0.94
625,20,Busia Border Secondary,13,Boy,2,Q2 — Low,5,6.74,No access,0.0,Yes,-2.097,3,No,Low,5,1,0.286,No,No,Yes,1,Still enrolled,Academic Strugglers,5.097,2.137,0.486,5,1.0,No,Yes,Yes,School Fee Support,15000.0,3.281,0.9057
626,11,Kitale Plains Secondary,17,Girl,4,Q4 — High,3,11.94,Shared device,1.0,No,-0.787,1,No,Low,3,2,0.268,No,No,Yes,1,Still enrolled,Stable Achievers,1.787,1.497,0.368,3,0.5,Yes,No,No,,,,0.9591
627,10,Nyeri Ridge Secondary,14,Girl,1,Q1 — Lowest,4,,Personal device,2.0,Yes,-1.306,2,No,Low,5,2,0.306,No,No,Yes,1,Still enrolled,Academic Strugglers,3.306,,0.556,5,2.0,No,No,No,School Fee Support,15000.0,3.295,0.7658
628,18,Narok Savannah Secondary,14,Boy,4,Q4 — High,3,19.93,Shared device,1.0,Yes,-0.052,1,No,Low,3,0,0.162,No,No,Yes,1,Still enrolled,Stable Achievers,1.052,1.897,0.262,3,1.5,Yes,No,No,,,,0.8356
629,13,Meru Mountain Secondary,14,Boy,1,Q1 — Lowest,6,8.07,Shared device,1.0,Yes,-3.921,5,No,Low,3,1,0.257,Yes,No,Yes,1,Still enrolled,Academic Strugglers,8.921,1.904,0.507,3,1.5,Yes,Yes,No,School Fee Support,15000.0,3.479,0.482
630,18,Narok Savannah Secondary,13,Girl,1,Q1 — Lowest,1,9.02,No access,0.0,Yes,-3.795,5,No,Low,2,2,0.32,Yes,No,No,0,Academic Performance,Academic Strugglers,8.795,2.451,0.57,2,1.0,Yes,Yes,Yes,School Fee Support,15000.0,4.452,0.5389
631,4,Machakos Hilltop Secondary,14,Girl,5,Q5 — Highest,7,8.37,Shared device,1.0,Yes,-0.082,1,No,Low,3,3,0.167,No,No,Yes,1,Still enrolled,Stable Achievers,1.082,1.119,0.217,3,1.5,Yes,No,No,,,,0.9842
632,4,Machakos Hilltop Secondary,13,Girl,5,Q5 — Highest,1,12.93,Shared device,1.0,Yes,1.118,0,No,Low,7,3,0.186,No,Yes,Yes,1,Still enrolled,Stable Achievers,-1.118,1.347,0.236,7,2.5,Yes,No,No,,,,0.99
633,2,Nyandarua Mixed Secondary,17,Boy,3,Q3 — Middle,4,2.29,Personal device,2.0,No,-1.297,0,No,Low,4,2,0.271,No,No,Yes,1,Still enrolled,Stable Achievers,1.297,0.714,0.421,4,1.0,No,No,No,,,,0.9477
634,8,Thika Green Secondary,16,Boy,2,Q2 — Low,5,5.81,Shared device,1.0,Yes,-0.936,2,No,Low,6,1,0.235,No,No,Yes,1,Still enrolled,Academic Strugglers,2.936,1.591,0.435,6,1.5,No,No,No,School Fee Support,15000.0,1.745,0.9243
635,16,Kericho Highlands Secondary,16,Boy,4,Q4 — High,5,0.8,No access,0.0,Yes,-2.219,3,No,Moderate,8,1,0.273,No,No,Yes,1,Still enrolled,Health-Constrained,5.219,1.44,0.373,16,1.0,No,Yes,Yes,,,,0.9041
636,11,Kitale Plains Secondary,17,Girl,2,Q2 — Low,4,13.75,No access,0.0,Yes,-1.123,1,No,High,15,0,0.275,No,No,No,0,Health Related,Health-Constrained,2.123,2.488,0.475,45,1.0,Yes,No,Yes,School Fee Support,15000.0,3.239,0.8257
637,11,Kitale Plains Secondary,13,Girl,3,Q3 — Middle,7,8.49,Shared device,1.0,Yes,-2.133,2,No,Low,6,0,0.262,No,No,Yes,1,Still enrolled,Academic Strugglers,4.133,1.524,0.412,6,1.5,Yes,No,No,School Fee Support,15000.0,1.886,0.8428
638,2,Nyandarua Mixed Secondary,14,Girl,1,Q1 — Lowest,7,5.44,No access,0.0,Yes,-2.067,4,No,Low,6,0,0.277,Yes,No,No,0,Academic Performance,Academic Strugglers,6.067,2.272,0.527,6,1.0,No,Yes,Yes,School Fee Support,15000.0,3.646,0.5825
639,3,Kisumu Lakeside Secondary,17,Girl,3,Q3 — Middle,7,6.2,No access,0.0,No,0.254,1,Yes,Moderate,10,0,0.215,No,No,No,0,Psychosocial,Health-Constrained,0.746,1.91,0.365,20,0.0,No,No,Yes,Health & Attendance Support,5000.0,1.314,0.8937
640,2,Nyandarua Mixed Secondary,17,Girl,1,Q1 — Lowest,4,20.0,Shared device,1.0,Yes,-1.7,2,No,Low,4,1,0.285,No,No,No,0,Commute Distance,Academic Strugglers,3.7,2.5,0.535,4,1.5,Yes,No,No,School Fee Support,15000.0,3.912,0.5529
641,8,Thika Green Secondary,14,Boy,2,Q2 — Low,6,5.05,No access,0.0,No,-1.322,4,No,Low,3,1,0.274,Yes,No,No,0,Academic Performance,Academic Strugglers,5.322,2.053,0.474,3,0.0,No,Yes,Yes,School Fee Support,15000.0,3.083,0.7576
642,17,Malindi Shore Secondary,14,Boy,1,Q1 — Lowest,2,14.56,No access,0.0,Yes,-1.427,2,No,Low,5,1,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.427,2.728,0.57,5,2.0,Yes,No,Yes,School Fee Support,15000.0,3.783,0.795
643,15,Embu Sunrise Secondary,13,Girl,4,Q4 — High,6,5.89,No access,0.0,Yes,-1.26,3,No,Low,2,2,0.272,No,No,Yes,1,Still enrolled,Academic Strugglers,4.26,1.694,0.372,2,1.0,No,Yes,Yes,,,,0.9234
644,17,Malindi Shore Secondary,16,Girl,3,Q3 — Middle,4,6.51,No access,0.0,Yes,-0.466,0,No,Low,7,0,0.205,No,,Yes,1,Still enrolled,Stable Achievers,0.466,1.925,0.355,7,,No,No,Yes,,,,0.9622
645,6,Mombasa Coast Secondary,16,Girl,4,Q4 — High,2,0.95,Personal device,2.0,Yes,-0.075,0,No,High,13,1,0.164,No,No,Yes,1,Still enrolled,Stable Achievers,0.075,0.448,0.264,39,2.0,No,No,No,,,,0.9881
646,8,Thika Green Secondary,13,Boy,4,Q4 — High,3,2.51,Personal device,2.0,No,-1.776,3,No,Low,7,1,0.193,No,No,Yes,1,Still enrolled,Stable Achievers,4.776,0.526,0.293,7,1.0,No,Yes,No,,,,0.9717
647,20,Busia Border Secondary,16,Girl,1,Q1 — Lowest,5,0.66,Shared device,1.0,No,-3.764,6,No,Moderate,8,0,0.26,Yes,No,No,0,Academic Performance,Academic Strugglers,9.764,1.533,0.51,16,0.5,No,Yes,No,School Fee Support,15000.0,4.079,0.5114
648,15,Embu Sunrise Secondary,16,Girl,5,Q5 — Highest,2,5.17,No access,0.0,Yes,0.546,1,No,High,17,0,0.158,No,No,Yes,1,Still enrolled,Stable Achievers,0.454,1.459,0.208,51,1.0,No,No,Yes,,,,0.9689
649,14,Bungoma West Secondary,14,Girl,4,Q4 — High,3,,Shared device,1.0,No,-0.26,1,Yes,Low,5,1,0.163,No,No,Yes,1,Still enrolled,Stable Achievers,1.26,,0.263,5,0.5,No,No,No,,,,0.9371
650,11,Kitale Plains Secondary,13,Girl,2,Q2 — Low,3,1.16,No access,0.0,Yes,-1.303,1,Yes,Moderate,18,0,,No,No,Yes,1,Still enrolled,Health-Constrained,2.303,1.858,,36,1.0,No,No,Yes,Health & Attendance Support,5000.0,2.233,0.9428
651,3,Kisumu Lakeside Secondary,14,Boy,3,Q3 — Middle,3,15.58,No access,0.0,Yes,0.69,0,Yes,Low,7,1,,No,No,Yes,1,Still enrolled,Stable Achievers,-0.69,2.379,,7,1.0,Yes,No,Yes,,,,0.9093
652,15,Embu Sunrise Secondary,15,Girl,1,Q1 — Lowest,6,6.91,No access,0.0,Yes,-1.255,2,No,Low,5,0,0.313,No,No,Yes,1,Still enrolled,Academic Strugglers,3.255,2.345,0.563,5,1.0,No,No,Yes,School Fee Support,15000.0,3.37,0.7535
653,8,Thika Green Secondary,15,Boy,1,Q1 — Lowest,5,,No access,0.0,Yes,-1.456,4,No,Low,4,1,0.271,Yes,Yes,Yes,1,Still enrolled,Academic Strugglers,5.456,,0.521,4,2.0,No,Yes,Yes,School Fee Support,15000.0,3.454,0.8809
654,7,Eldoret Highlands Secondary,14,Boy,2,Q2 — Low,5,2.16,No access,0.0,Yes,-2.243,3,No,Moderate,11,0,0.317,No,,Yes,1,Still enrolled,Health-Constrained,5.243,1.908,0.517,22,,No,Yes,Yes,School Fee Support,15000.0,3.376,0.7739
655,15,Embu Sunrise Secondary,15,Boy,3,Q3 — Middle,5,19.48,Shared device,1.0,Yes,-0.006,1,No,Low,6,2,0.238,No,No,Yes,1,Still enrolled,Academic Strugglers,1.006,2.074,0.388,6,1.5,Yes,No,No,,,,0.8848
656,10,Nyeri Ridge Secondary,16,Girl,1,Q1 — Lowest,6,14.58,No access,0.0,Yes,-1.252,3,Yes,Moderate,10,0,0.292,No,No,No,0,Financial Instability,Academic Strugglers,4.252,2.729,0.542,20,1.0,Yes,Yes,Yes,School Fee Support,15000.0,3.878,0.5912
657,4,Machakos Hilltop Secondary,17,Girl,5,Q5 — Highest,4,3.56,Personal device,2.0,Yes,-0.131,1,Yes,Low,7,1,0.185,No,No,Yes,1,Still enrolled,Stable Achievers,1.131,0.378,0.235,7,2.0,No,No,No,,,,0.9759
658,18,Narok Savannah Secondary,17,Girl,5,Q5 — Highest,2,6.64,,,Yes,0.382,0,No,Low,2,0,0.209,No,No,Yes,1,Still enrolled,Stable Achievers,-0.382,,0.259,2,,No,No,No,,,,0.9324
659,8,Thika Green Secondary,16,Boy,2,Q2 — Low,4,1.74,No access,0.0,Yes,-1.697,3,No,Moderate,12,0,0.252,No,No,Yes,1,Still enrolled,Health-Constrained,4.697,1.887,0.452,24,1.0,No,Yes,Yes,School Fee Support,15000.0,2.468,0.8688
660,17,Malindi Shore Secondary,14,Boy,4,Q4 — High,7,1.37,Shared device,1.0,Yes,-0.943,2,No,Moderate,7,2,0.205,No,No,Yes,1,Still enrolled,Stable Achievers,2.943,0.969,0.305,14,1.5,No,No,No,,,,0.9573
661,9,Kakamega Forest Secondary,14,Boy,3,Q3 — Middle,4,4.95,Personal device,2.0,Yes,0.01,1,No,Low,4,1,0.215,No,No,No,0,Psychosocial,Stable Achievers,0.99,0.848,0.365,4,2.0,No,No,No,School Fee Support,15000.0,0.298,0.9722
662,7,Eldoret Highlands Secondary,17,Girl,1,Q1 — Lowest,2,8.1,,,Yes,-1.57,3,No,Low,3,1,0.238,No,No,Yes,1,Still enrolled,Academic Strugglers,4.57,,0.488,3,,Yes,Yes,No,School Fee Support,15000.0,2.719,0.8052
663,17,Malindi Shore Secondary,14,Boy,3,Q3 — Middle,7,4.6,Personal device,2.0,No,-0.092,1,No,Low,5,1,0.263,No,No,Yes,1,Still enrolled,Stable Achievers,1.092,0.83,0.413,5,1.0,No,No,No,,,,0.9437
664,18,Narok Savannah Secondary,15,Girl,1,Q1 — Lowest,4,12.41,Shared device,1.0,Yes,-1.172,1,No,Low,5,0,0.289,No,No,Yes,1,Still enrolled,Academic Strugglers,2.172,2.121,0.539,5,1.5,Yes,No,No,School Fee Support,15000.0,3.34,0.7672
665,7,Eldoret Highlands Secondary,17,Boy,3,Q3 — Middle,5,1.52,Shared device,1.0,Yes,-2.087,4,No,Low,5,2,0.207,Yes,No,Yes,1,Still enrolled,Academic Strugglers,6.087,1.176,0.357,5,1.5,No,Yes,No,,,,0.8193
666,8,Thika Green Secondary,14,Girl,4,Q4 — High,3,3.09,Shared device,1.0,No,-1.724,4,No,Moderate,7,1,0.278,Yes,No,Yes,1,Still enrolled,Stable Achievers,5.724,1.054,0.378,14,0.5,No,Yes,No,,,,0.8901
667,12,Garissa Horizon Secondary,16,Girl,1,Q1 — Lowest,8,17.65,No access,0.0,Yes,-0.935,1,No,Low,2,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,1.935,2.882,0.57,2,1.0,Yes,No,Yes,School Fee Support,15000.0,3.598,0.6848
668,14,Bungoma West Secondary,14,Girl,1,Q1 — Lowest,4,,No access,0.0,Yes,-2.354,4,No,Low,3,1,0.265,Yes,No,Yes,1,Still enrolled,Academic Strugglers,6.354,,0.515,3,1.0,No,Yes,Yes,School Fee Support,15000.0,3.606,0.7119
669,11,Kitale Plains Secondary,14,Girl,2,Q2 — Low,0,11.49,,,Yes,-1.604,2,No,Low,9,2,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.604,,0.52,9,,Yes,No,No,School Fee Support,15000.0,3.471,0.9246
670,15,Embu Sunrise Secondary,13,Boy,1,Q1 — Lowest,5,13.28,No access,0.0,Yes,-0.99,1,No,Low,5,3,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,1.99,2.664,0.57,5,2.0,Yes,No,Yes,School Fee Support,15000.0,3.478,0.8721
671,17,Malindi Shore Secondary,17,Boy,1,Q1 — Lowest,3,5.64,No access,0.0,Yes,-1.07,1,No,Low,5,1,0.228,No,No,Yes,1,Still enrolled,Academic Strugglers,2.07,2.282,0.478,5,1.0,No,No,Yes,School Fee Support,15000.0,2.281,0.9145
672,9,Kakamega Forest Secondary,13,Girl,4,Q4 — High,6,6.93,Shared device,1.0,Yes,-0.455,1,No,Low,4,2,0.248,No,No,Yes,1,Still enrolled,Stable Achievers,1.455,1.246,0.348,4,1.5,No,No,No,,,,0.9645
673,17,Malindi Shore Secondary,17,Girl,1,Q1 — Lowest,2,4.1,No access,0.0,Yes,-0.325,1,No,Low,4,2,0.298,No,No,Yes,1,Still enrolled,Academic Strugglers,1.325,2.205,0.548,4,1.0,No,No,Yes,School Fee Support,15000.0,2.793,0.9188
674,17,Malindi Shore Secondary,17,Girl,4,Q4 — High,1,8.35,No access,0.0,Yes,0.754,1,No,High,11,2,0.225,No,No,Yes,1,Still enrolled,Stable Achievers,0.246,1.818,0.325,33,1.0,Yes,No,Yes,,,,0.9739
675,20,Busia Border Secondary,13,Girl,2,Q2 — Low,2,,,,Yes,0.23,1,No,Low,2,3,0.248,No,Yes,Yes,1,Still enrolled,Academic Strugglers,0.77,,0.448,2,,No,No,No,,,,0.9733
676,10,Nyeri Ridge Secondary,13,Girl,2,Q2 — Low,5,2.22,Shared device,1.0,Yes,-1.786,3,No,High,17,0,0.32,No,No,Yes,1,Still enrolled,Health-Constrained,4.786,1.411,0.52,51,1.5,No,Yes,No,School Fee Support,15000.0,3.416,0.747
677,17,Malindi Shore Secondary,17,Boy,4,Q4 — High,3,1.17,No access,0.0,No,-0.454,0,Yes,Low,6,0,0.259,No,No,Yes,1,Still enrolled,Stable Achievers,0.454,1.458,0.359,6,0.0,No,No,Yes,,,,0.9625
678,20,Busia Border Secondary,16,Boy,5,Q5 — Highest,1,5.78,Personal device,2.0,Yes,-0.066,0,No,Low,3,1,0.165,No,No,Yes,1,Still enrolled,Stable Achievers,0.066,0.489,0.215,3,2.0,No,No,No,,,,0.9959
679,19,Isiolo North Secondary,15,Girl,2,Q2 — Low,8,5.39,Personal device,2.0,No,-0.255,0,No,Low,7,0,0.305,No,Yes,Yes,1,Still enrolled,Academic Strugglers,0.255,1.07,0.505,7,2.0,No,No,No,,,,0.9486
680,19,Isiolo North Secondary,16,Boy,2,Q2 — Low,4,,No access,0.0,No,-0.918,1,No,Low,5,1,0.283,No,No,No,0,Commute Distance,Academic Strugglers,1.918,,0.483,5,0.0,No,No,Yes,School Fee Support,15000.0,2.656,0.9007
681,8,Thika Green Secondary,16,Boy,3,Q3 — Middle,7,11.03,No access,0.0,Yes,-0.996,1,No,Low,7,1,0.225,No,No,Yes,1,Still enrolled,Academic Strugglers,1.996,2.152,0.375,7,1.0,Yes,No,Yes,,,,0.9376
682,19,Isiolo North Secondary,15,Boy,1,Q1 — Lowest,7,3.16,,,No,-0.018,1,No,Low,4,0,0.24,No,No,Yes,1,Still enrolled,Academic Strugglers,1.018,,0.49,4,,No,No,No,,,,0.8992
683,9,Kakamega Forest Secondary,16,Girl,1,Q1 — Lowest,3,1.99,No access,0.0,Yes,-1.003,0,Yes,Low,9,0,0.268,No,No,Yes,1,Still enrolled,Academic Strugglers,1.003,2.1,0.518,9,1.0,No,No,Yes,School Fee Support,15000.0,2.674,0.9607
684,19,Isiolo North Secondary,15,Boy,1,Q1 — Lowest,4,2.94,No access,0.0,No,-2.504,2,No,High,19,0,0.32,No,,Yes,1,Still enrolled,Health-Constrained,4.504,2.147,0.57,57,,No,No,Yes,School Fee Support,15000.0,3.803,0.8214
685,17,Malindi Shore Secondary,13,Boy,2,Q2 — Low,4,11.71,Personal device,2.0,No,0.007,1,Yes,High,12,0,0.289,No,No,Yes,1,Still enrolled,Health-Constrained,0.993,1.385,0.489,36,1.0,Yes,No,No,School Fee Support,15000.0,2.894,0.9098
686,3,Kisumu Lakeside Secondary,13,Boy,3,Q3 — Middle,5,3.38,No access,0.0,Yes,-0.191,0,No,Low,9,1,0.192,No,No,Yes,1,Still enrolled,Stable Achievers,0.191,1.769,0.342,9,1.0,No,No,Yes,,,,0.9407
687,3,Kisumu Lakeside Secondary,16,Girl,3,Q3 — Middle,3,8.83,Personal device,2.0,Yes,-1.246,3,No,High,25,0,0.19,No,No,Yes,1,Still enrolled,Health-Constrained,4.246,1.042,0.34,75,2.0,Yes,Yes,No,Health & Attendance Support,5000.0,2.4,0.7032
688,13,Meru Mountain Secondary,13,Boy,5,Q5 — Highest,2,3.49,Shared device,1.0,Yes,0.415,0,Yes,Low,9,0,0.194,No,No,Yes,1,Still enrolled,Stable Achievers,-0.415,0.875,0.244,9,1.5,No,No,No,,,,0.9857
689,5,Nakuru Valley Secondary,13,Boy,2,Q2 — Low,6,,Personal device,2.0,Yes,-0.952,2,No,Moderate,11,1,0.216,No,No,Yes,1,Still enrolled,Health-Constrained,2.952,,0.416,22,2.0,No,No,No,Health & Attendance Support,5000.0,1.759,0.9551
690,15,Embu Sunrise Secondary,16,Girl,4,Q4 — High,2,2.58,Personal device,2.0,Yes,-2.991,4,No,Low,7,1,0.204,Yes,No,Yes,1,Still enrolled,Stable Achievers,6.991,0.529,0.304,7,2.0,No,Yes,No,,,,0.8918
691,16,Kericho Highlands Secondary,13,Girl,3,Q3 — Middle,4,8.48,Personal device,2.0,Yes,-1.213,2,No,Moderate,8,2,0.202,No,No,Yes,1,Still enrolled,Stable Achievers,3.213,1.024,0.352,16,2.0,Yes,No,No,,,,0.9086
692,11,Kitale Plains Secondary,17,Girl,5,Q5 — Highest,4,0.39,No access,0.0,Yes,0.029,1,Yes,Low,4,0,0.162,No,No,Yes,1,Still enrolled,Stable Achievers,0.971,1.219,0.212,4,1.0,No,No,Yes,,,,0.9928
693,16,Kericho Highlands Secondary,14,Girl,5,Q5 — Highest,5,7.61,Shared device,1.0,No,0.803,0,No,Low,5,1,0.244,No,No,Yes,1,Still enrolled,Stable Achievers,-0.803,1.081,0.294,5,0.5,No,No,No,,,,0.9429
694,11,Kitale Plains Secondary,15,Boy,2,Q2 — Low,6,13.32,No access,0.0,No,-1.675,2,No,Low,1,1,0.28,No,,Yes,1,Still enrolled,Academic Strugglers,3.675,2.466,0.48,1,,Yes,No,Yes,School Fee Support,15000.0,3.218,0.8958
695,12,Garissa Horizon Secondary,15,Girl,2,Q2 — Low,5,10.82,Personal device,2.0,Yes,-0.925,2,No,Low,5,1,,No,No,Yes,1,Still enrolled,Academic Strugglers,2.925,1.341,,5,2.0,Yes,No,No,Academic Tutoring / Catch-up,8000.0,1.595,0.9082
696,5,Nakuru Valley Secondary,14,Boy,4,Q4 — High,5,4.99,Personal device,2.0,Yes,-0.165,2,No,Low,3,1,0.195,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.165,0.65,0.295,3,3.0,No,No,No,,,,0.9934
697,12,Garissa Horizon Secondary,16,Girl,1,Q1 — Lowest,3,6.83,,,No,-0.174,0,Yes,Low,0,0,0.237,No,No,Yes,1,Still enrolled,Academic Strugglers,0.174,,0.487,0,,No,No,No,,,,0.9594
698,4,Machakos Hilltop Secondary,17,Boy,4,Q4 — High,5,4.16,,,No,0.26,1,No,Low,3,2,0.188,No,No,Yes,1,Still enrolled,Stable Achievers,0.74,,0.288,3,,No,No,No,,,,0.9818
699,13,Meru Mountain Secondary,14,Girl,4,Q4 — High,5,2.06,,,Yes,-1.506,2,Yes,Moderate,5,2,0.183,No,Yes,Yes,1,Still enrolled,Stable Achievers,3.506,,0.283,10,,No,No,No,,,,0.9784
700,16,Kericho Highlands Secondary,13,Boy,4,Q4 — High,4,0.34,No access,0.0,Yes,-0.561,1,No,Low,2,3,0.259,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.561,1.417,0.359,2,2.0,No,No,Yes,,,,0.9803
701,16,Kericho Highlands Secondary,16,Boy,1,Q1 — Lowest,3,6.11,Shared device,1.0,Yes,-0.775,2,No,Moderate,12,0,0.32,No,,Yes,1,Still enrolled,Health-Constrained,2.775,1.806,0.57,24,,No,No,No,School Fee Support,15000.0,3.407,0.8712
702,3,Kisumu Lakeside Secondary,15,Boy,3,Q3 — Middle,3,,No access,0.0,Yes,-0.601,2,No,Low,3,1,0.233,No,No,Yes,1,Still enrolled,Academic Strugglers,2.601,,0.383,3,1.0,No,No,Yes,,,,0.9563
703,16,Kericho Highlands Secondary,15,Boy,2,Q2 — Low,6,9.42,,,Yes,-2.315,2,No,Low,5,3,0.262,No,No,Yes,1,Still enrolled,Academic Strugglers,4.315,,0.462,5,,Yes,No,No,School Fee Support,15000.0,3.191,0.845
704,15,Embu Sunrise Secondary,17,Boy,1,Q1 — Lowest,5,5.95,No access,0.0,Yes,-1.434,1,No,Low,7,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,2.434,2.297,0.57,7,1.0,No,No,Yes,School Fee Support,15000.0,3.29,0.9265
705,3,Kisumu Lakeside Secondary,14,Boy,4,Q4 — High,4,8.36,Shared device,1.0,No,0.067,2,No,Low,4,2,0.235,No,No,Yes,1,Still enrolled,Stable Achievers,1.933,1.318,0.335,4,0.5,Yes,No,No,,,,0.9012
706,2,Nyandarua Mixed Secondary,15,Boy,2,Q2 — Low,4,1.84,Shared device,1.0,Yes,-2.509,3,No,Low,6,1,0.276,No,Yes,Yes,1,Still enrolled,Academic Strugglers,5.509,1.392,0.476,6,2.5,No,Yes,No,School Fee Support,15000.0,3.13,0.9028
707,14,Bungoma West Secondary,17,Boy,3,Q3 — Middle,9,1.24,Shared device,1.0,No,-1.146,2,No,Low,5,2,0.307,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.146,1.162,0.457,5,1.5,No,No,No,,,,0.9162
708,9,Kakamega Forest Secondary,14,Boy,2,Q2 — Low,2,2.24,Personal device,2.0,Yes,-2.218,2,No,Low,5,2,0.201,No,Yes,Yes,1,Still enrolled,Stable Achievers,4.218,0.912,0.401,5,3.0,No,No,No,,,,0.9623
709,10,Nyeri Ridge Secondary,17,Girl,2,Q2 — Low,4,0.54,No access,0.0,Yes,0.082,0,No,High,18,2,0.224,No,No,Yes,1,Still enrolled,Health-Constrained,-0.082,1.827,0.424,54,1.0,No,No,Yes,,,,0.9372
710,1,Kilimani Day Secondary,14,Boy,4,Q4 — High,4,0.79,Shared device,1.0,No,-1.567,4,No,Low,6,0,0.234,Yes,Yes,Yes,1,Still enrolled,Stable Achievers,5.567,0.94,0.334,6,1.5,No,Yes,No,,,,0.964
711,5,Nakuru Valley Secondary,16,Girl,4,Q4 — High,2,4.94,Personal device,2.0,No,0.465,1,No,Low,4,1,0.279,No,No,Yes,1,Still enrolled,Stable Achievers,0.535,0.647,0.379,4,1.0,No,No,No,,,,0.9829
712,14,Bungoma West Secondary,15,Girl,1,Q1 — Lowest,3,20.0,No access,0.0,Yes,-1.116,2,No,Low,3,1,0.32,No,No,No,0,Commute Distance,Academic Strugglers,3.116,3.0,0.57,3,1.0,Yes,No,Yes,School Fee Support,15000.0,3.915,0.6734
713,13,Meru Mountain Secondary,16,Boy,3,Q3 — Middle,4,6.53,No access,0.0,Yes,-0.855,0,No,Low,4,1,0.298,No,No,Yes,1,Still enrolled,Academic Strugglers,0.855,1.927,0.448,4,1.0,No,No,Yes,,,,0.9635
714,6,Mombasa Coast Secondary,17,Boy,1,Q1 — Lowest,8,15.58,No access,0.0,No,-2.75,3,No,Low,7,0,0.29,No,Yes,Yes,1,Still enrolled,Academic Strugglers,5.75,2.779,0.54,7,1.0,Yes,Yes,Yes,School Fee Support,15000.0,4.187,0.4574
715,7,Eldoret Highlands Secondary,13,Boy,1,Q1 — Lowest,5,,No access,0.0,Yes,-1.017,1,No,Moderate,10,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,2.017,,0.57,20,1.0,No,No,Yes,School Fee Support,15000.0,3.252,0.9047
716,10,Nyeri Ridge Secondary,16,Boy,1,Q1 — Lowest,3,,No access,0.0,Yes,-1.152,1,No,Low,4,0,,No,No,Yes,1,Still enrolled,Academic Strugglers,2.152,,,4,1.0,No,No,Yes,School Fee Support,15000.0,1.426,0.8189
717,7,Eldoret Highlands Secondary,15,Boy,4,Q4 — High,2,2.53,Personal device,2.0,Yes,0.139,0,No,Low,8,0,0.189,No,Yes,Yes,1,Still enrolled,Stable Achievers,-0.139,0.526,0.289,8,3.0,No,No,No,,,,0.9928
718,6,Mombasa Coast Secondary,14,Girl,4,Q4 — High,1,3.2,Shared device,1.0,No,-0.266,0,No,Low,6,2,0.247,No,Yes,Yes,1,Still enrolled,Stable Achievers,0.266,1.06,0.347,6,1.5,No,No,No,,,,0.9857
719,7,Eldoret Highlands Secondary,16,Boy,2,Q2 — Low,6,8.91,Personal device,2.0,Yes,0.198,0,No,Moderate,10,0,,No,No,Yes,1,Still enrolled,Health-Constrained,-0.198,1.246,,20,2.0,Yes,No,No,,,,0.9164
720,11,Kitale Plains Secondary,14,Girl,1,Q1 — Lowest,7,7.45,,,Yes,-0.79,2,No,Low,3,1,0.276,No,,Yes,1,Still enrolled,Academic Strugglers,2.79,,0.526,3,,No,No,No,School Fee Support,15000.0,3.081,0.9164
721,12,Garissa Horizon Secondary,13,Girl,1,Q1 — Lowest,6,14.43,No access,0.0,Yes,-2.347,2,No,Low,6,2,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,4.347,2.722,0.57,6,1.0,Yes,No,Yes,School Fee Support,15000.0,4.006,0.7724
722,14,Bungoma West Secondary,16,Girl,1,Q1 — Lowest,4,3.33,No access,0.0,Yes,-1.354,1,No,Low,3,2,0.258,No,No,Yes,1,Still enrolled,Academic Strugglers,2.354,2.167,0.508,3,1.0,No,No,Yes,School Fee Support,15000.0,2.327,0.9376
723,5,Nakuru Valley Secondary,17,Boy,5,Q5 — Highest,3,10.72,Personal device,2.0,No,0.557,0,Yes,Moderate,6,0,0.25,No,Yes,Yes,1,Still enrolled,Stable Achievers,-0.557,0.736,0.3,12,2.0,Yes,No,No,,,,0.9836
724,4,Machakos Hilltop Secondary,16,Girl,2,Q2 — Low,8,9.45,No access,0.0,No,-0.372,1,No,Low,6,0,,No,No,Yes,1,Still enrolled,Academic Strugglers,1.372,2.273,,6,0.0,Yes,No,Yes,,,,0.8948
